date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:46:29	41997/41997	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Oct%202022%2010:49:38%20GMT	https://html.ninetheme.com/agrikon/contact.html	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/contact.html	(from https://html.ninetheme.com/agrikon/index.html)
17:46:29	40609/40609	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Oct%202022%2010:49:37%20GMT	https://html.ninetheme.com/agrikon/projects.html	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/projects.html	(from https://html.ninetheme.com/agrikon/index.html)
17:46:32	43368/43368	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Oct%202022%2010:49:37%20GMT	https://html.ninetheme.com/agrikon/project-details.html	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/project-details.html	(from https://html.ninetheme.com/agrikon/index.html)
17:46:45	44626/44626	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Oct%202022%2010:49:37%20GMT	https://html.ninetheme.com/agrikon/blog.html	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/blog.html	(from https://html.ninetheme.com/agrikon/index.html)
17:46:48	49257/49257	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Oct%202022%2010:49:37%20GMT	https://html.ninetheme.com/agrikon/blog-details.html	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/blog-details.html	(from https://html.ninetheme.com/agrikon/index.html)
17:46:49	108042/108042	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6141-1a60a%22	https://html.ninetheme.com/agrikon/assets/images/main-slider/main-slider-1-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/main-slider/main-slider-1-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:50	74884/74884	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-12484%22	https://html.ninetheme.com/agrikon/assets/images/services/service-1-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-1-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:50	437112/437112	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6141-6ab78%22	https://html.ninetheme.com/agrikon/assets/images/main-slider/main-slider-1-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/main-slider/main-slider-1-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:51	61860/61860	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-f1a4%22	https://html.ninetheme.com/agrikon/assets/images/services/service-1-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-1-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:51	75005/75005	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-124fd%22	https://html.ninetheme.com/agrikon/assets/images/services/service-1-3.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-1-3.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:51	32908/32908	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6142-808c%22	https://html.ninetheme.com/agrikon/assets/images/icons/about-bg-icon-1-1.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/icons/about-bg-icon-1-1.png	(from https://html.ninetheme.com/agrikon/index.html)
17:46:51	115122/115122	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1c1b2%22	https://html.ninetheme.com/agrikon/assets/images/resources/about-1-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/about-1-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:52	125284/125284	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1e964%22	https://html.ninetheme.com/agrikon/assets/images/resources/about-1-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/about-1-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:52	50302/50302	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-c47e%22	https://html.ninetheme.com/agrikon/assets/images/services/service-2-3.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-2-3.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:53	84615/84615	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-14a87%22	https://html.ninetheme.com/agrikon/assets/images/services/service-2-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-2-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:53	59149/59149	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-e70d%22	https://html.ninetheme.com/agrikon/assets/images/services/service-2-4.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-2-4.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:53	63579/63579	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-f85b%22	https://html.ninetheme.com/agrikon/assets/images/services/service-2-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/services/service-2-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:53	92428/92428	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1690c%22	https://html.ninetheme.com/agrikon/assets/images/projects/project-2-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/projects/project-2-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:53	64731/64731	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-fcdb%22	https://html.ninetheme.com/agrikon/assets/images/projects/project-2-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/projects/project-2-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:53	74537/74537	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-12329%22	https://html.ninetheme.com/agrikon/assets/images/projects/project-2-3.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/projects/project-2-3.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:54	89754/89754	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-15e9a%22	https://html.ninetheme.com/agrikon/assets/images/projects/project-2-4.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/projects/project-2-4.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:55	309506/309506	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-4b902%22	https://html.ninetheme.com/agrikon/assets/images/backgrounds/cta-1-bg-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/backgrounds/cta-1-bg-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:55	106835/106835	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1a153%22	https://html.ninetheme.com/agrikon/assets/images/resources/cta-3-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/cta-3-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:55	45254/45254	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-b0c6%22	https://html.ninetheme.com/agrikon/assets/images/resources/cta-3-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/cta-3-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:56	123148/123148	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6142-1e10c%22	https://html.ninetheme.com/agrikon/assets/images/icons/testimonials-bg-1-1.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/icons/testimonials-bg-1-1.png	(from https://html.ninetheme.com/agrikon/index.html)
17:46:56	6822/6822	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1aa6%22	https://html.ninetheme.com/agrikon/assets/images/resources/testimonials-1-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/testimonials-1-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:57	7949/7949	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1f0d%22	https://html.ninetheme.com/agrikon/assets/images/resources/testimonials-1-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/testimonials-1-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:58	8080/8080	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-1f90%22	https://html.ninetheme.com/agrikon/assets/images/resources/testimonials-1-3.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/testimonials-1-3.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:59	14403/14403	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6141-3843%22	https://html.ninetheme.com/agrikon/assets/images/icons/home-1-blog-bg.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/icons/home-1-blog-bg.png	(from https://html.ninetheme.com/agrikon/index.html)
17:46:59	38232/38232	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-9558%22	https://html.ninetheme.com/agrikon/assets/images/blog/blog-grid-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/blog/blog-grid-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:46:59	53059/53059	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-cf43%22	https://html.ninetheme.com/agrikon/assets/images/blog/blog-grid-2.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/blog/blog-grid-2.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:47:00	19048/19048	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6142-4a68%22	https://html.ninetheme.com/agrikon/assets/images/resources/blog-cta-1.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/blog-cta-1.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:00	65360/65360	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-ff50%22	https://html.ninetheme.com/agrikon/assets/images/blog/blog-grid-3.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/blog/blog-grid-3.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:47:01	1140/1140	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6142-474%22	https://html.ninetheme.com/agrikon/assets/images/resources/brand-1-1.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/brand-1-1.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:01	210826/210826	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-3378a%22	https://html.ninetheme.com/agrikon/assets/images/resources/contact-1-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/contact-1-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:47:01	18377/18377	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6141-47c9%22	https://html.ninetheme.com/agrikon/assets/images/icons/footer-bg-icon-1.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/icons/footer-bg-icon-1.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:02	4854/4854	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6141-12f6%22	https://html.ninetheme.com/agrikon/assets/images/icons/footer-bg-icon-2.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/icons/footer-bg-icon-2.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:02	8016/8016	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6141-1f50%22	https://html.ninetheme.com/agrikon/assets/images/logo-light.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/logo-light.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:03	4758/4758	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6142-1296%22	https://html.ninetheme.com/agrikon/assets/images/resources/footer-post-1.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/footer-post-1.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:04	5163/5163	---MCZ	200	added ('OK')	image/png	etag:W/%22633d6142-142b%22	https://html.ninetheme.com/agrikon/assets/images/resources/footer-post-2.png	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/footer-post-2.png	(from https://html.ninetheme.com/agrikon/index.html)
17:47:05	991/991	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22633d6142-3df%22	https://html.ninetheme.com/agrikon/assets/images/resources/flag-1-1.jpg	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/images/resources/flag-1-1.jpg	(from https://html.ninetheme.com/agrikon/index.html)
17:47:06	89478/89478	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-15d86%22	https://html.ninetheme.com/agrikon/assets/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/jquery-3.5.1.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:07	81090/81090	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-13cc2%22	https://html.ninetheme.com/agrikon/assets/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/bootstrap.bundle.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:09	140942/140942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-2268e%22	https://html.ninetheme.com/agrikon/assets/js/swiper.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/swiper.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:10	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-94d%22	https://html.ninetheme.com/agrikon/assets/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/jquery.ajaxchimp.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:11	20219/20219	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-4efb%22	https://html.ninetheme.com/agrikon/assets/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/jquery.magnific-popup.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:12	21093/21093	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-5265%22	https://html.ninetheme.com/agrikon/assets/js/jquery.validate.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/jquery.validate.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:13	47706/47706	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-ba5a%22	https://html.ninetheme.com/agrikon/assets/js/bootstrap-select.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/bootstrap-select.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:14	6300/6300	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-189c%22	https://html.ninetheme.com/agrikon/assets/js/wow.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/wow.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:14	9897/9897	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-26a9%22	https://html.ninetheme.com/agrikon/assets/js/odometer.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/odometer.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:15	1266/1266	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-4f2%22	https://html.ninetheme.com/agrikon/assets/js/jquery.appear.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/jquery.appear.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:17	15498/15498	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-3c8a%22	https://html.ninetheme.com/agrikon/assets/js/jarallax.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/jarallax.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:18	4454/4454	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-1166%22	https://html.ninetheme.com/agrikon/assets/js/circle-progress.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/circle-progress.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:19	2235/2235	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-8bb%22	https://html.ninetheme.com/agrikon/assets/js/wNumb.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/wNumb.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:20	23882/23882	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-5d4a%22	https://html.ninetheme.com/agrikon/assets/js/nouislider.min.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/nouislider.min.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:21	9930/9930	---MCZ	200	added ('OK')	application/javascript	etag:W/%22633d6141-26ca%22	https://html.ninetheme.com/agrikon/assets/js/theme.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/js/theme.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:25	0/0	---M--	302	error ('Found')	text/html	date:Thu,%2001%20Jan%202026%2014:47:21%20GMT	https://html.ninetheme.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/farmer/html.ninetheme.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:26	10259/10259	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2001%20Jan%202026%2014:47:26%20GMT	https://html.ninetheme.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/d39f91d70ce1/main.js?	C:/My%20Web%20Sites/farmer/html.ninetheme.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/d39f91d70ce1/maind41d.js	(from https://html.ninetheme.com/agrikon/index.html)
17:47:27	129924/129924	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22633d6141-1fb84%22	https://html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.eot	(from https://html.ninetheme.com/agrikon/assets/css/fontawesome-all.min.css)
17:47:27	129924/129924	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22633d6141-1fb84%22	https://html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.eot?	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/fonts/fa-brands-400d41d.eot	(from https://html.ninetheme.com/agrikon/assets/css/fontawesome-all.min.css)
17:47:31	74700/74700	---MCZ	200	added ('OK')	application/octet-stream	etag:W/%22633d6141-123cc%22	https://html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.woff2	(from https://html.ninetheme.com/agrikon/assets/css/fontawesome-all.min.css)
17:47:32	87688/87688	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22633d6141-15688%22	https://html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/farmer/html.ninetheme.com/agrikon/assets/fonts/fa-brands-400.woff	(from https://html.ninetheme.com/agrikon/assets/css/fontawesome-all.min.css)
